Connecting to host 10.45.1.3, port 5321
[  5] local 10.45.1.1 port 60198 connected to 10.45.1.3 port 5321
[  5]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec   54    486 KBytes       
[  5]  25.00-26.00  sec  2.50 MBytes  21.0 Mbits/sec  133   2.75 MBytes       
[  5]  26.00-27.00  sec  1.06 MBytes  8.88 Mbits/sec    0   2.79 MBytes       
[  5]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    0   2.88 MBytes       
[  5]  28.00-29.00  sec  1.25 MBytes  10.5 Mbits/sec   50   1.77 MBytes       
[  5]  29.00-30.00  sec  0.00 Bytes  0.00 bits/sec    0   1.77 MBytes       
[  5]  30.00-31.00  sec  1.25 MBytes  10.5 Mbits/sec  141   1.58 MBytes       
[  5]  31.00-32.00  sec  0.00 Bytes  0.00 bits/sec    0   1.58 MBytes       
[  5]  32.00-33.00  sec  1.25 MBytes  10.5 Mbits/sec    0   2.04 MBytes       
[  5]  33.00-34.00  sec  1.21 MBytes  10.1 Mbits/sec    0   2.08 MBytes       
[  5]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec    0   2.13 MBytes       
[  5]  35.00-36.00  sec  1.17 MBytes  9.84 Mbits/sec    0   2.20 MBytes       
[  5]  36.00-37.00  sec  1.19 MBytes  9.96 Mbits/sec    0   2.25 MBytes       
[  5]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec    0   2.30 MBytes       
[  5]  38.00-39.00  sec  1.14 MBytes  9.59 Mbits/sec    0   2.34 MBytes       
[  5]  39.00-40.00  sec  1.12 MBytes  9.37 Mbits/sec    0   2.38 MBytes       
[  5]  40.00-41.00  sec  0.00 Bytes  0.00 bits/sec    0   2.40 MBytes       
[  5]  41.00-42.00  sec  1.09 MBytes  9.13 Mbits/sec    0   2.42 MBytes       
[  5]  42.00-43.00  sec  1.10 MBytes  9.26 Mbits/sec    0   2.43 MBytes       
[  5]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec    0   2.44 MBytes       
[  5]  44.00-45.00  sec  1.11 MBytes  9.34 Mbits/sec    0   2.45 MBytes       
[  5]  45.00-46.00  sec  1.07 MBytes  8.98 Mbits/sec    0   2.46 MBytes       
[  5]  46.00-47.00  sec  0.00 Bytes  0.00 bits/sec    0   2.48 MBytes       
[  5]  47.00-48.00  sec  1.10 MBytes  9.18 Mbits/sec    0   2.51 MBytes       
[  5]  48.00-49.00  sec  1.11 MBytes  9.30 Mbits/sec    0   2.54 MBytes       
[  5]  49.00-50.00  sec  0.00 Bytes  0.00 bits/sec    0   2.59 MBytes       
[  5]  50.00-51.00  sec  1.02 MBytes  8.57 Mbits/sec    0   2.66 MBytes       
[  5]  51.00-52.00  sec  1005 KBytes  8.23 Mbits/sec    0   2.74 MBytes       
[  5]  52.00-53.00  sec  1.06 MBytes  8.86 Mbits/sec    0   2.85 MBytes       
[  5]  53.00-54.00  sec  0.00 Bytes  0.00 bits/sec    0   2.99 MBytes       
[  5]  54.00-55.00  sec  1.22 MBytes  10.2 Mbits/sec    0   3.13 MBytes       
[  5]  55.00-56.00  sec  0.00 Bytes  0.00 bits/sec   19   1.75 MBytes       
[  5]  56.00-57.00  sec  0.00 Bytes  0.00 bits/sec   85    930 KBytes       
[  5]  57.00-58.00  sec  2.50 MBytes  21.0 Mbits/sec  276   2.03 MBytes       
[  5]  58.00-59.00  sec  0.00 Bytes  0.00 bits/sec    0   2.22 MBytes       
[  5]  59.00-60.00  sec  1.14 MBytes  9.54 Mbits/sec    0   2.29 MBytes       
[  5]  60.00-61.00  sec  0.00 Bytes  0.00 bits/sec   12   1.57 MBytes       
[  5]  61.00-62.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.57 MBytes       
[  5]  62.00-63.00  sec  0.00 Bytes  0.00 bits/sec    0   1.15 MBytes       
[  5]  63.00-64.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.66 MBytes       
[  5]  64.00-65.00  sec  1.25 MBytes  10.5 Mbits/sec    3   1.54 MBytes       
[  5]  65.00-66.00  sec  0.00 Bytes  0.00 bits/sec    0   1.31 MBytes       
[  5]  66.00-67.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.18 MBytes       
[  5]  67.00-68.00  sec  1.25 MBytes  10.5 Mbits/sec    4   1.08 MBytes       
[  5]  68.00-69.00  sec  0.00 Bytes  0.00 bits/sec    0    872 KBytes       
[  5]  69.00-70.00  sec  1.25 MBytes  10.5 Mbits/sec    0    878 KBytes       
[  5]  70.00-71.00  sec  1.25 MBytes  10.5 Mbits/sec    0    921 KBytes       
[  5]  71.00-72.00  sec  1.25 MBytes  10.5 Mbits/sec    0    960 KBytes       
[  5]  72.00-73.00  sec  0.00 Bytes  0.00 bits/sec    0    991 KBytes       
[  5]  73.00-74.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1014 KBytes       
[  5]  74.00-75.00  sec  0.00 Bytes  0.00 bits/sec    0   1.00 MBytes       
[  5]  75.00-76.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.01 MBytes       
[  5]  76.00-77.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.01 MBytes       
[  5]  77.00-78.00  sec  0.00 Bytes  0.00 bits/sec    0   1.01 MBytes       
[  5]  78.00-79.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.02 MBytes       
[  5]  79.00-80.00  sec  0.00 Bytes  0.00 bits/sec    0   1.03 MBytes       
[  5]  80.00-81.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.05 MBytes       
[  5]  81.00-82.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.08 MBytes       
[  5]  82.00-83.00  sec  0.00 Bytes  0.00 bits/sec    0   1.13 MBytes       
[  5]  83.00-84.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.20 MBytes       
[  5]  84.00-85.00  sec  0.00 Bytes  0.00 bits/sec    0   1.28 MBytes       
[  5]  85.00-86.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.39 MBytes       
[  5]  86.00-87.00  sec  0.00 Bytes  0.00 bits/sec    2   1.35 MBytes       
[  5]  87.00-88.00  sec  0.00 Bytes  0.00 bits/sec    0   1.11 MBytes       
[  5]  88.00-89.00  sec  2.50 MBytes  21.0 Mbits/sec    0   1.03 MBytes       
[  5]  89.00-90.00  sec  0.00 Bytes  0.00 bits/sec    0   1.10 MBytes       
[  5]  90.00-91.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.17 MBytes       
[  5]  91.00-92.00  sec  1.25 MBytes  10.5 Mbits/sec    2   1.18 MBytes       
[  5]  92.00-93.00  sec  0.00 Bytes  0.00 bits/sec    0   1003 KBytes       
[  5]  93.00-94.00  sec  1.25 MBytes  10.5 Mbits/sec    0    892 KBytes       
[  5]  94.00-95.00  sec  1.25 MBytes  10.5 Mbits/sec    0    932 KBytes       
[  5]  95.00-96.00  sec  0.00 Bytes  0.00 bits/sec    0    971 KBytes       
[  5]  96.00-97.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1014 KBytes       
[  5]  97.00-98.00  sec  0.00 Bytes  0.00 bits/sec    0   1.01 MBytes       
[  5]  98.00-99.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.03 MBytes       
[  5]  99.00-100.00 sec  1.25 MBytes  10.5 Mbits/sec    6   1.01 MBytes       
[  5] 100.00-101.00 sec  0.00 Bytes  0.00 bits/sec    0    796 KBytes       
[  5] 101.00-102.00 sec  1.25 MBytes  10.5 Mbits/sec    0    761 KBytes       
[  5] 102.00-103.00 sec  0.00 Bytes  0.00 bits/sec    8    535 KBytes       
[  5] 103.00-104.00 sec  1.25 MBytes  10.5 Mbits/sec    0    553 KBytes       
[  5] 104.00-105.00 sec  1.25 MBytes  10.5 Mbits/sec    0    587 KBytes       
[  5] 105.00-106.00 sec  0.00 Bytes  0.00 bits/sec    0    615 KBytes       
[  5] 106.00-107.00 sec  1.25 MBytes  10.5 Mbits/sec    0    634 KBytes       
[  5] 107.00-108.00 sec  1.25 MBytes  10.5 Mbits/sec    0    643 KBytes       
[  5] 108.00-109.00 sec  0.00 Bytes  0.00 bits/sec    0    648 KBytes       
[  5] 109.00-110.00 sec  1.25 MBytes  10.5 Mbits/sec    0    649 KBytes       
[  5] 110.00-111.00 sec  0.00 Bytes  0.00 bits/sec    0    650 KBytes       
[  5] 111.00-112.00 sec  1.25 MBytes  10.5 Mbits/sec    0    656 KBytes       
[  5] 112.00-113.00 sec  1.25 MBytes  10.5 Mbits/sec    0    669 KBytes       
[  5] 113.00-114.00 sec  0.00 Bytes  0.00 bits/sec    0    690 KBytes       
[  5] 114.00-115.00 sec  1.25 MBytes  10.5 Mbits/sec    0    727 KBytes       
[  5] 115.00-116.00 sec  0.00 Bytes  0.00 bits/sec    0    775 KBytes       
[  5] 116.00-117.00 sec  1.25 MBytes  10.5 Mbits/sec    0    844 KBytes       
[  5] 117.00-118.00 sec  0.00 Bytes  0.00 bits/sec    0    938 KBytes       
[  5] 118.00-119.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.02 MBytes       
[  5] 119.00-120.00 sec  0.00 Bytes  0.00 bits/sec    0   1.14 MBytes       
[  5] 120.00-121.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.31 MBytes       
[  5] 121.00-122.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.49 MBytes       
[  5] 122.00-123.00 sec  0.00 Bytes  0.00 bits/sec    0   1.70 MBytes       
[  5] 123.00-124.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.96 MBytes       
[  5] 124.00-125.00 sec  0.00 Bytes  0.00 bits/sec    0   2.21 MBytes       
[  5] 125.00-126.00 sec  1.25 MBytes  10.5 Mbits/sec    0   2.51 MBytes       
[  5] 126.00-127.00 sec  1.09 MBytes  9.17 Mbits/sec    0   2.85 MBytes       
[  5] 127.00-128.00 sec  0.00 Bytes  0.00 bits/sec    0   3.22 MBytes       
[  5] 128.00-129.00 sec  1.24 MBytes  10.4 Mbits/sec    2   2.75 MBytes       
[  5] 129.00-130.00 sec  0.00 Bytes  0.00 bits/sec    0   1.91 MBytes       
[  5] 130.00-131.00 sec  0.00 Bytes  0.00 bits/sec  144   1.11 MBytes       
[  5] 131.00-132.00 sec  1.25 MBytes  10.5 Mbits/sec  237   2.30 MBytes       
[  5] 132.00-133.00 sec  1.23 MBytes  10.3 Mbits/sec    0   2.43 MBytes       
[  5] 133.00-134.00 sec  1.25 MBytes  10.5 Mbits/sec   55   1.45 MBytes       
[  5] 134.00-135.00 sec  0.00 Bytes  0.00 bits/sec  426    878 KBytes       
[  5] 135.00-136.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.53 MBytes       
[  5] 136.00-137.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.73 MBytes       
[  5] 137.00-138.00 sec  0.00 Bytes  0.00 bits/sec    0   1.78 MBytes       
[  5] 138.00-139.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.84 MBytes       
[  5] 139.00-140.00 sec  0.00 Bytes  0.00 bits/sec    0   1.89 MBytes       
[  5] 140.00-141.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.94 MBytes       
[  5] 141.00-142.00 sec  0.00 Bytes  0.00 bits/sec    0   1.97 MBytes       
[  5] 142.00-143.00 sec  1.24 MBytes  10.4 Mbits/sec    0   2.01 MBytes       
[  5] 143.00-144.00 sec  1.25 MBytes  10.5 Mbits/sec    0   2.03 MBytes       
[  5] 144.00-145.00 sec  0.00 Bytes  0.00 bits/sec    0   2.04 MBytes       
[  5] 145.00-146.00 sec  1.23 MBytes  10.3 Mbits/sec    0   2.05 MBytes       
[  5] 146.00-147.00 sec  1.25 MBytes  10.5 Mbits/sec    0   2.06 MBytes       
[  5] 147.00-148.00 sec  0.00 Bytes  0.00 bits/sec    0   2.07 MBytes       
[  5] 148.00-149.00 sec  1.25 MBytes  10.5 Mbits/sec    0   2.08 MBytes       
[  5] 149.00-150.00 sec  0.00 Bytes  0.00 bits/sec    0   2.10 MBytes       
[  5] 150.00-151.00 sec  1.22 MBytes  10.3 Mbits/sec    0   2.12 MBytes       
[  5] 151.00-152.00 sec  1.21 MBytes  10.1 Mbits/sec    0   2.16 MBytes       
[  5] 152.00-153.00 sec  0.00 Bytes  0.00 bits/sec    0   2.21 MBytes       
[  5] 153.00-154.00 sec  1.17 MBytes  9.82 Mbits/sec    0   2.29 MBytes       
[  5] 154.00-155.00 sec  1.11 MBytes  9.28 Mbits/sec    0   2.37 MBytes       
[  5] 155.00-156.00 sec  0.00 Bytes  0.00 bits/sec    0   2.49 MBytes       
[  5] 156.00-157.00 sec  1.04 MBytes  8.68 Mbits/sec    0   2.63 MBytes       
[  5] 157.00-158.00 sec   994 KBytes  8.15 Mbits/sec    0   2.78 MBytes       
[  5] 158.00-159.00 sec  1.20 MBytes  10.1 Mbits/sec    0   2.98 MBytes       
[  5] 159.00-160.00 sec  0.00 Bytes  0.00 bits/sec    0   3.20 MBytes       
[  5] 160.00-161.00 sec  1.14 MBytes  9.56 Mbits/sec    0   3.47 MBytes       
[  5] 161.00-162.00 sec  0.00 Bytes  0.00 bits/sec   74   1.88 MBytes       
[  5] 162.00-163.00 sec  0.00 Bytes  0.00 bits/sec  175   1.07 MBytes       
[  5] 163.00-164.00 sec  2.50 MBytes  21.0 Mbits/sec  282   1.82 MBytes       
[  5] 164.00-165.00 sec  0.00 Bytes  0.00 bits/sec    0   2.46 MBytes       
[  5] 165.00-166.00 sec  1.25 MBytes  10.5 Mbits/sec   47   1.68 MBytes       
[  5] 166.00-167.00 sec  0.00 Bytes  0.00 bits/sec    0   1.68 MBytes       
[  5] 167.00-168.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.74 MBytes       
[  5] 168.00-169.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.77 MBytes       
[  5] 169.00-170.00 sec  0.00 Bytes  0.00 bits/sec    0   1.83 MBytes       
[  5] 170.00-171.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.88 MBytes       
[  5] 171.00-172.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.93 MBytes       
[  5] 172.00-173.00 sec  0.00 Bytes  0.00 bits/sec    0   1.98 MBytes       
[  5] 173.00-174.00 sec  1.25 MBytes  10.5 Mbits/sec    0   2.01 MBytes       
[  5] 174.00-175.00 sec  0.00 Bytes  0.00 bits/sec    0   2.04 MBytes       
[  5] 175.00-176.00 sec  1.25 MBytes  10.5 Mbits/sec    9   1.64 MBytes       
[  5] 176.00-177.00 sec  0.00 Bytes  0.00 bits/sec    6   1.43 MBytes       
[  5] 177.00-178.00 sec  0.00 Bytes  0.00 bits/sec    0   1014 KBytes       
[  5] 178.00-179.00 sec  2.50 MBytes  21.0 Mbits/sec    0   1.44 MBytes       
[  5] 179.00-180.00 sec  0.00 Bytes  0.00 bits/sec    0   1.48 MBytes       
[  5] 180.00-181.00 sec  1.25 MBytes  10.5 Mbits/sec  187   1.04 MBytes       
[  5] 181.00-182.00 sec  0.00 Bytes  0.00 bits/sec    0   1.04 MBytes       
[  5] 182.00-183.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.06 MBytes       
[  5] 183.00-184.00 sec  1.25 MBytes  10.5 Mbits/sec   10    954 KBytes       
[  5] 184.00-185.00 sec  1.25 MBytes  10.5 Mbits/sec    0    769 KBytes       
[  5] 185.00-186.00 sec  0.00 Bytes  0.00 bits/sec    2    738 KBytes       
[  5] 186.00-187.00 sec  1.25 MBytes  10.5 Mbits/sec    0    554 KBytes       
[  5] 187.00-188.00 sec  1.25 MBytes  10.5 Mbits/sec    0    587 KBytes       
[  5] 188.00-189.00 sec  0.00 Bytes  0.00 bits/sec    0    618 KBytes       
[  5] 189.00-190.00 sec  1.25 MBytes  10.5 Mbits/sec    0    645 KBytes       
[  5] 190.00-191.00 sec  0.00 Bytes  0.00 bits/sec    0    660 KBytes       
[  5] 191.00-192.00 sec  1.25 MBytes  10.5 Mbits/sec    0    667 KBytes       
[  5] 192.00-193.00 sec  1.25 MBytes  10.5 Mbits/sec    0    670 KBytes       
[  5] 193.00-194.00 sec  0.00 Bytes  0.00 bits/sec    0    672 KBytes       
[  5] 194.00-195.00 sec  1.25 MBytes  10.5 Mbits/sec    0    675 KBytes       
[  5] 195.00-196.00 sec  0.00 Bytes  0.00 bits/sec    0    682 KBytes       
[  5] 196.00-197.00 sec  1.25 MBytes  10.5 Mbits/sec    0    697 KBytes       
[  5] 197.00-198.00 sec  0.00 Bytes  0.00 bits/sec    0    720 KBytes       
[  5] 198.00-199.00 sec  1.25 MBytes  10.5 Mbits/sec    0    764 KBytes       
[  5] 199.00-200.00 sec  1.25 MBytes  10.5 Mbits/sec    0    819 KBytes       
[  5] 200.00-201.00 sec  0.00 Bytes  0.00 bits/sec    0    894 KBytes       
[  5] 201.00-202.00 sec  1.25 MBytes  10.5 Mbits/sec    0    980 KBytes       
[  5] 202.00-203.00 sec  0.00 Bytes  0.00 bits/sec    0   1.08 MBytes       
[  5] 203.00-204.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.22 MBytes       
[  5] 204.00-205.00 sec  0.00 Bytes  0.00 bits/sec    7   1.07 MBytes       
[  5] 205.00-206.00 sec  1.25 MBytes  10.5 Mbits/sec    0    898 KBytes       
[  5] 206.00-207.00 sec  1.25 MBytes  10.5 Mbits/sec    0    945 KBytes       
[  5] 207.00-208.00 sec  0.00 Bytes  0.00 bits/sec    2    943 KBytes       
[  5] 208.00-209.00 sec  0.00 Bytes  0.00 bits/sec    0    723 KBytes       
[  5] 209.00-210.00 sec  2.50 MBytes  21.0 Mbits/sec    0    723 KBytes       
[  5] 210.00-211.00 sec  0.00 Bytes  0.00 bits/sec    0    761 KBytes       
[  5] 211.00-212.00 sec  0.00 Bytes  0.00 bits/sec   13    598 KBytes       
[  5] 212.00-213.00 sec  1.25 MBytes  10.5 Mbits/sec    0    546 KBytes       
[  5] 213.00-214.00 sec  1.25 MBytes  10.5 Mbits/sec    0    576 KBytes       
[  5] 214.00-215.00 sec  0.00 Bytes  0.00 bits/sec    0    608 KBytes       
[  5] 215.00-216.00 sec  1.25 MBytes  10.5 Mbits/sec    0    634 KBytes       
[  5] 216.00-217.00 sec  1.25 MBytes  10.5 Mbits/sec    0    648 KBytes       
[  5] 217.00-218.00 sec  0.00 Bytes  0.00 bits/sec    0    655 KBytes       
[  5] 218.00-219.00 sec  1.25 MBytes  10.5 Mbits/sec    4    645 KBytes       
[  5] 219.00-220.00 sec  1.25 MBytes  10.5 Mbits/sec    0    460 KBytes       
[  5] 220.00-221.00 sec  0.00 Bytes  0.00 bits/sec    5    386 KBytes       
[  5] 221.00-222.00 sec  1.25 MBytes  10.5 Mbits/sec    0    349 KBytes       
[  5] 222.00-223.00 sec  0.00 Bytes  0.00 bits/sec    0    375 KBytes       
[  5] 223.00-224.00 sec  1.25 MBytes  10.5 Mbits/sec    0    393 KBytes       
[  5] 224.00-225.00 sec  0.00 Bytes  0.00 bits/sec    0    400 KBytes       
[  5] 225.00-226.00 sec  1.25 MBytes  10.5 Mbits/sec   13    294 KBytes       
[  5] 226.00-227.00 sec  1.25 MBytes  10.5 Mbits/sec    0    301 KBytes       
[  5] 227.00-228.00 sec  0.00 Bytes  0.00 bits/sec    0    324 KBytes       
[  5] 228.00-229.00 sec  1.25 MBytes  10.5 Mbits/sec    0    335 KBytes       
[  5] 229.00-230.00 sec  0.00 Bytes  0.00 bits/sec    0    341 KBytes       
[  5] 230.00-231.00 sec  1.25 MBytes  10.5 Mbits/sec    0    342 KBytes       
[  5] 231.00-232.00 sec  1.25 MBytes  10.5 Mbits/sec    0    342 KBytes       
[  5] 232.00-233.00 sec  0.00 Bytes  0.00 bits/sec    0    345 KBytes       
[  5] 233.00-234.00 sec  1.25 MBytes  10.5 Mbits/sec    4    255 KBytes       
[  5] 234.00-235.00 sec  0.00 Bytes  0.00 bits/sec    0    293 KBytes       
[  5] 235.00-236.00 sec  1.25 MBytes  10.5 Mbits/sec    0    321 KBytes       
[  5] 236.00-237.00 sec  1.25 MBytes  10.5 Mbits/sec    0    337 KBytes       
[  5] 237.00-238.00 sec  0.00 Bytes  0.00 bits/sec    0    344 KBytes       
[  5] 238.00-239.00 sec  1.25 MBytes  10.5 Mbits/sec    0    346 KBytes       
[  5] 239.00-240.00 sec  0.00 Bytes  0.00 bits/sec    0    346 KBytes       
[  5] 240.00-241.00 sec  1.25 MBytes  10.5 Mbits/sec    0    348 KBytes       
[  5] 241.00-242.00 sec  1.25 MBytes  10.5 Mbits/sec    0    355 KBytes       
[  5] 242.00-243.00 sec  0.00 Bytes  0.00 bits/sec    3    257 KBytes       
[  5] 243.00-244.00 sec  1.25 MBytes  10.5 Mbits/sec    0    297 KBytes       
[  5] 244.00-245.00 sec  0.00 Bytes  0.00 bits/sec    0    325 KBytes       
[  5] 245.00-246.00 sec  1.25 MBytes  10.5 Mbits/sec    0    342 KBytes       
[  5] 246.00-247.00 sec  1.25 MBytes  10.5 Mbits/sec    0    352 KBytes       
[  5] 247.00-248.00 sec  0.00 Bytes  0.00 bits/sec    0    355 KBytes       
[  5] 248.00-249.00 sec  1.25 MBytes  10.5 Mbits/sec    0    355 KBytes       
[  5] 249.00-250.00 sec  0.00 Bytes  0.00 bits/sec    0    356 KBytes       
[  5] 250.00-251.00 sec  1.25 MBytes  10.5 Mbits/sec    6    249 KBytes       
[  5] 251.00-252.00 sec  0.00 Bytes  0.00 bits/sec    0    283 KBytes       
[  5] 252.00-253.00 sec  1.25 MBytes  10.5 Mbits/sec    2    209 KBytes       
[  5] 253.00-254.00 sec  1.25 MBytes  10.5 Mbits/sec    4    156 KBytes       
[  5] 254.00-255.00 sec  0.00 Bytes  0.00 bits/sec    0    174 KBytes       
[  5] 255.00-256.00 sec  1.25 MBytes  10.5 Mbits/sec    4    133 KBytes       
[  5] 256.00-257.00 sec  0.00 Bytes  0.00 bits/sec    0    144 KBytes       
[  5] 257.00-258.00 sec  1.25 MBytes  10.5 Mbits/sec    0    148 KBytes       
[  5] 258.00-259.00 sec  1.25 MBytes  10.5 Mbits/sec    0    148 KBytes       
[  5] 259.00-260.00 sec  0.00 Bytes  0.00 bits/sec    0    148 KBytes       
[  5] 260.00-261.00 sec  1.25 MBytes  10.5 Mbits/sec    0    153 KBytes       
[  5] 261.00-262.00 sec  0.00 Bytes  0.00 bits/sec    0    163 KBytes       
[  5] 262.00-263.00 sec  1.25 MBytes  10.5 Mbits/sec    0    182 KBytes       
[  5] 263.00-264.00 sec  1.25 MBytes  10.5 Mbits/sec    0    214 KBytes       
[  5] 264.00-265.00 sec  0.00 Bytes  0.00 bits/sec    0    260 KBytes       
[  5] 265.00-266.00 sec  1.25 MBytes  10.5 Mbits/sec    0    324 KBytes       
[  5] 266.00-267.00 sec  0.00 Bytes  0.00 bits/sec    0    406 KBytes       
[  5] 267.00-268.00 sec  1.25 MBytes  10.5 Mbits/sec    0    510 KBytes       
[  5] 268.00-269.00 sec  0.00 Bytes  0.00 bits/sec    0    639 KBytes       
[  5] 269.00-270.00 sec  1.25 MBytes  10.5 Mbits/sec    0    783 KBytes       
[  5] 270.00-271.00 sec  1.25 MBytes  10.5 Mbits/sec    0    952 KBytes       
[  5] 271.00-272.00 sec  0.00 Bytes  0.00 bits/sec    0   1.12 MBytes       
[  5] 272.00-273.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.36 MBytes       
[  5] 273.00-274.00 sec  0.00 Bytes  0.00 bits/sec    0   1.61 MBytes       
[  5] 274.00-275.00 sec  0.00 Bytes  0.00 bits/sec    4   1.47 MBytes       
[  5] 275.00-276.00 sec  0.00 Bytes  0.00 bits/sec    0    966 KBytes       
[  5] 276.00-277.00 sec  2.50 MBytes  21.0 Mbits/sec    0   1.18 MBytes       
[  5] 277.00-278.00 sec  0.00 Bytes  0.00 bits/sec    3   1001 KBytes       
[  5] 278.00-279.00 sec  1.25 MBytes  10.5 Mbits/sec    0    847 KBytes       
[  5] 279.00-280.00 sec  1.25 MBytes  10.5 Mbits/sec    0    881 KBytes       
[  5] 280.00-281.00 sec  0.00 Bytes  0.00 bits/sec    2    816 KBytes       
[  5] 281.00-282.00 sec  1.25 MBytes  10.5 Mbits/sec    0    638 KBytes       
[  5] 282.00-283.00 sec  1.25 MBytes  10.5 Mbits/sec    0    670 KBytes       
[  5] 283.00-284.00 sec  0.00 Bytes  0.00 bits/sec    0    707 KBytes       
[  5] 284.00-285.00 sec  1.25 MBytes  10.5 Mbits/sec    0    737 KBytes       
[  5] 285.00-286.00 sec  1.25 MBytes  10.5 Mbits/sec    0    755 KBytes       
[  5] 286.00-287.00 sec  0.00 Bytes  0.00 bits/sec    5    544 KBytes       
[  5] 287.00-288.00 sec  1.25 MBytes  10.5 Mbits/sec    3    471 KBytes       
[  5] 288.00-289.00 sec  1.25 MBytes  10.5 Mbits/sec    0    390 KBytes       
[  5] 289.00-290.00 sec  0.00 Bytes  0.00 bits/sec    6    281 KBytes       
[  5] 290.00-291.00 sec  1.25 MBytes  10.5 Mbits/sec    0    305 KBytes       
[  5] 291.00-292.00 sec  0.00 Bytes  0.00 bits/sec    0    325 KBytes       
[  5] 292.00-293.00 sec  1.25 MBytes  10.5 Mbits/sec    0    337 KBytes       
